"name","volume","margulis constant","left geod","right geod","ortho length"
"m006(-2,3)",1.953708315421874585623066435,0.8971589335363717,(0.662887553978036-3.046590859276243j),(0.703902707731173+1.887785926105027j),(0.622521885421222-1.910005510868578j)
"m006(2,3)",1.962737657784464176182904380,0.9356124438650555,(0.578082435531855+2.132430636154178j),(0.578082435531853+2.132430636154182j),(0.814647880448943-1.628659836290174j)
"m017(-1,3)",1.962737657784464176182904380,0.9385999359449159,(0.578082435531868-2.132430636154195j),(0.578082435531853-2.132430636154189j),(0.818807313649526-1.119936495262279j)
"m023(-4,1)",2.014336583776842504278826477,0.9567382280602499,(0.620570269098287+1.279695550823626j),(0.620570269098283+1.279695550823629j),(1.083532042238028-0.306742093719294j)
"m007(5,2)",2.025945281864896308551124662,0.955605209784761,(0.934952776655828+1.919811706069432j),(0.934952776655829+1.919811706069433j),(0.22272615805455-1.73974489275836j)
"m006(-5,2)",2.028853091474922845797067757,1.0269082794696887,(0.490574696797381+3.112145955883489j),(0.941595681519595+1.960801264809172j),(0.674734923640445+1.285859576992092j)
"m036(-3,2)",2.029883212819307250042405109,0.9394837614135332,(0.862554627662008+2.680673187849158j),(0.862554627661987-2.680673187849157j),(0.369498971925675-1.570796326795019j)
"m015(6,1)",2.029883212819307250042405109,0.9831465861605903,(0.54353507249787-0.861384224935044j),(0.862554627662061-2.680673187849125j),(1.014937763460402-0.278798139656441j)
"m016(-2,3)",2.029883212819307250042405109,0.9732483119472747,(0.543535072497869+2.280208428654747j),(0.543535072497869-2.280208428654748j),(0.867294920977432-1.770183176002014j)
"m010(-4,3)",2.029883212819307250042405109,1.0794661598770792,(0.43127731383102-1.801256059665239j),(0.831442945529311-1.196061894086157j),(1.108655249782933-0.434394739321097j)
"m019(3,2)",2.029883212819307250042405109,1.035013393389096,(0.543535072497896+2.280208428654749j),(0.862554627662003+2.680673187849056j),(0.756520462525579-0.704253726407j)
"m011(-3,1)",2.029883212819307250042405109,0.9865932654749779,(0.982489187555314-2.287246885970251j),(0.982489187555313-2.287246885970248j),(0.093097313949201-1.359612808001484j)
