"name","left geod","right geod","ortho"
"v3258(-5,1)",0.68689+2.59634*1j,0.78347+2.45139*1j,1.14505-1.42212*1j
"v3258(-5,1)",0.78347+2.45139*1j,0.78347+2.45139*1j,0.91686-0.45454*1j
"v2957(5,1)",0.4819-2.20839*1j,0.61754+2.45126*1j,1.16345+1.96249*1j
"v2949(5,1)",0.71744+2.58092*1j,0.73172+2.65088*1j,0.97506-0.75848*1j
"v3016(-4,1)",0.70152+2.35503*1j,0.75849+2.57914*1j,0.99745-0.56022*1j
"v2944(-5,1)",0.79921+2.18727*1j,0.79921+2.18727*1j,0.84868-2.12427*1j
"v3022(4,1)",0.68265+1.85209*1j,0.79078+2.0829*1j,0.94751+0.85616*1j
"v2946(7,1)",0.31786-0.75657*1j,0.75594-2.81527*1j,1.70104-0.84708*1j
"v2951(-5,1)",0.48814-2.09105*1j,0.66222+2.55347*1j,1.26072-1.16727*1j
"v2988(4,1)",0.77606-2.33473*1j,0.79949-2.43937*1j,1.14213+0.69677*1j
"v3026(4,1)",0.62412+2.00609*1j,0.63332-2.30917*1j,1.03916-2.0346*1j
"v3026(4,1)",0.62412+2.00609*1j,0.71437-2.04821*1j,1.10273+1.03755*1j
"v2930(-5,1)",0.51147+2.32855*1j,0.53765-1.98552*1j,1.19978+1.83169*1j
"v2923(-5,1)",0.77478+2.25714*1j,0.79912-1.35033*1j,1.19815-0.07672*1j
"v2923(-5,1)",0.77478+2.25714*1j,0.79037-2.37823*1j,1.03874-1.16239*1j
"v2944(-4,3)",0.79235+2.28528*1j,0.79235+2.28528*1j,0.92983-2.20165*1j
"v2946(-7,1)",0.31803+0.73502*1j,0.79139+2.94105*1j,1.51527-2.67605*1j
"v2946(-7,1)",0.79139+2.94105*1j,0.79139+2.94105*1j,1.56698+0.15319*1j
"v2995(5,1)",0.58887-2.15802*1j,0.72204-1.90005*1j,1.02764-0.88509*1j
"v2995(5,1)",0.38882+2.50424*1j,0.76293+2.28311*1j,1.24069+2.88713*1j
"v2995(5,1)",0.72204-1.90005*1j,0.76293+2.28311*1j,1.03686-1.08353*1j
"v2958(-5,1)",0.58806-2.16618*1j,0.65007+1.93978*1j,1.05984-1.99947*1j
"v2987(4,1)",0.72674+1.8439*1j,0.74124+2.0252*1j,0.98781+0.86727*1j
"v3102(-1,4)",0.75714+3.0589*1j,0.75714+3.0589*1j,0.97753+1.68478*1j
"v3144(-7,1)",0.72979+3.0267*1j,0.72979+3.0267*1j,1.58678+1.63028*1j
"v2965(1,4)",0.74515-2.35242*1j,0.77683-2.56934*1j,1.02554+0.47985*1j
"v3028(-4,1)",0.4897-2.13114*1j,0.75866+2.51168*1j,1.0854+1.9143*1j
"v2958(-1,4)",0.64084+2.06886*1j,0.70551-2.25697*1j,1.01993-2.13988*1j
"v2944(-5,2)",0.78694+2.22773*1j,0.78694+2.22773*1j,0.89104+0.99296*1j
"v2999(5,1)",0.57907-1.99138*1j,0.72438-1.94233*1j,1.07345+2.24268*1j
"v2999(5,1)",0.64877-2.2805*1j,0.72438-1.94233*1j,1.18498+2.45192*1j
"v2983(-1,4)",0.71748-1.97343*1j,0.73543-2.04612*1j,1.10442+2.01458*1j
"v2995(-5,1)",0.42607+2.46207*1j,0.73309+2.20951*1j,1.22456-0.1324*1j
"v3026(-5,1)",0.57183+1.99595*1j,0.77885-2.08024*1j,1.14775+1.03751*1j
"v3026(-5,1)",0.57183+1.99595*1j,0.57387-2.27737*1j,1.12782-2.0094*1j
"v3257(-5,1)",0.64804-3.08785*1j,0.7644-2.89995*1j,0.97529+2.02114*1j
"v3034(4,1)",0.71342-2.46708*1j,0.78751-2.66103*1j,0.98205+0.64519*1j
"v3034(4,1)",0.58551+2.11048*1j,0.78751-2.66103*1j,1.13719-1.80432*1j
"v2972(-5,1)",0.45636+2.21191*1j,0.65158+2.51022*1j,1.31353-1.39486*1j
"v3012(-4,1)",0.47331+2.17986*1j,0.73342+2.43993*1j,1.11802+1.69646*1j
"v3012(-4,1)",0.63653-2.37997*1j,0.73342+2.43993*1j,1.12246+2.18041*1j
"v3008(-7,1)",0.5358+2.81054*1j,0.5358+2.81054*1j,1.28679+2.41779*1j
"v3027(-1,4)",0.56633-2.10977*1j,0.71043+2.5436*1j,1.0467+1.91456*1j
"v2988(-5,1)",0.74209-2.28071*1j,0.75594+2.32446*1j,0.89098+1.34228*1j
"v3017(5,1)",0.77138-1.4437*1j,0.78489+2.4669*1j,1.06404-1.39697*1j
"v2994(-5,1)",0.69858-2.31212*1j,0.71405+1.86351*1j,1.04763-1.98599*1j
"v2994(-5,1)",0.61975+2.18333*1j,0.71405+1.86351*1j,1.02788-2.24585*1j
